WILAYAH,(01) Ir. H. JOKO WIDODO - Prof. Dr. (H.C) KH. MA'RUF AMIN,(02) H. PRABOWO SUBIANTO - H. SANDIAGA SALAHUDIN UNO
BANTUL (100%),426.953,202.15
GUNUNGKIDUL (100%),379.533,116.674
KOTA YOGYAKARTA (100%),178.753,92.06
KULON PROGO (100%),192.468,92.692
SLEMAN (100%),463.082,232.213
