WILAYAH,(01) Ir. H. JOKO WIDODO - Prof. Dr. (H.C) KH. MA'RUF AMIN,(02) H. PRABOWO SUBIANTO - H. SANDIAGA SALAHUDIN UNO
BOALEMO (100%),55.662,33.353
BONE BOLANGO (100%),46.549,55.915
GORONTALO UTARA (100%),35.289,39.094
GORONTALO. (100%),133.104,110.632
KOTA GORONTALO (100%),45.908,70.643
PAHUWATO (100%),52.826,35.161
