WILAYAH,(01) Ir. H. JOKO WIDODO - Prof. Dr. (H.C) KH. MA'RUF AMIN,(02) H. PRABOWO SUBIANTO - H. SANDIAGA SALAHUDIN UNO
MAJENE (100%),59.948,38.512
MAMASA (100%),84.093,13.932
MAMUJU (100%),87.841,54.494
MAMUJU TENGAH (100%),48.668,19.008
PASANGKAYU (100%),55.432,28.826
POLEWALI MANDAR (100%),138.87,108.573
