WILAYAH,(01) Ir. H. JOKO WIDODO - Prof. Dr. (H.C) KH. MA'RUF AMIN,(02) H. PRABOWO SUBIANTO - H. SANDIAGA SALAHUDIN UNO
BENGKULU SELATAN (100%),51.416,47.515
BENGKULU TENGAH (100%),34.633,36.749
BENGKULU UTARA (100%),106.2,70.423
KAUR (100%),39.518,36.333
KEPAHIANG (100%),40.751,49.029
KOTA BENGKULU (100%),87.194,113.282
LEBONG (100%),36.191,29.792
MUKOMUKO (100%),57.237,51.514
REJANG LEBONG (100%),69.415,90.522
SELUMA (100%),60.29,60.439
