WILAYAH,(01) Ir. H. JOKO WIDODO - Prof. Dr. (H.C) KH. MA'RUF AMIN,(02) H. PRABOWO SUBIANTO - H. SANDIAGA SALAHUDIN UNO
BADUNG (100%),310.859,23.277
BANGLI (100%),149.145,8.926
BULELENG (100%),383.343,46.089
GIANYAR (100%),317.623,12.618
JEMBRANA (100%),151.956,33.363
KARANGASEM (100%),273.709,20.494
KLUNGKUNG (100%),118.154,10.485
KOTA DENPASAR (100%),336.312,39.319
TABANAN (100%),301.527,18.015
